#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
1455	NR_130896	chr1	-	114105976	114156621	114156621	114156621	8	114105976,114111243,114112366,114121354,114121815,114140330,114141507,114155854,	114110598,114111352,114112534,114121497,114121953,114140448,114142181,114156621,	0	RSBN1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,
1455	NM_001323052	chr1	-	114049911	114103685	114049977	114102848	13	114049911,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102878,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,2,2,1,1,0,0,0,-1,
1455	NM_001323049	chr1	-	114047969	114103685	114048201	114102848	14	114047969,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,	114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,2,2,1,1,0,0,0,
1455	NM_001323041	chr1	-	114041349	114103685	114041849	114102848	19	114041349,114042406,114043848,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114041870,114042532,114043944,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102993,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,-1,
1455	NM_001323046	chr1	-	114041349	114103685	114041849	114056183	16	114041349,114042406,114043848,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114068903,114070562,114101843,114102803,114103167,	114041870,114042532,114043944,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114069038,114070719,114101900,114102878,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,
1455	NM_001323043	chr1	-	114041349	114103685	114041849	114102848	19	114041349,114042406,114043848,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114041870,114042532,114043944,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102878,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,-1,
1455	NM_001323048	chr1	-	114047969	114103685	114048201	114102848	15	114047969,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102878,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,2,2,1,1,0,0,0,-1,
1455	NM_018364	chr1	-	114105976	114156621	114110124	114156557	7	114105976,114111243,114112366,114121354,114121815,114141507,114155854,	114110598,114111352,114112534,114121497,114121953,114142181,114156621,	0	RSBN1	cmpl	cmpl	0,2,2,0,0,1,0,
1455	NM_001323050	chr1	-	114047969	114103685	114048201	114082920	16	114047969,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114093650,114101843,114102803,114103167,	114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114093734,114101900,114102878,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,2,2,1,1,0,-1,-1,-1,-1,
1455	NM_001323044	chr1	-	114041349	114103685	114041849	114082920	19	114041349,114042406,114043848,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114093650,114101843,114102803,	114041870,114042532,114043944,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114093734,114101900,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,-1,-1,-1,
1455	NM_006608	chr1	-	114041346	114103300	114041849	114102848	18	114041346,114042406,114043848,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,	114041870,114042532,114043944,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114103300,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,
1455	NM_001323047	chr1	-	114047969	114103685	114048201	114102848	15	114047969,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102993,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,2,2,1,1,0,0,0,-1,
1455	NR_136564	chr1	-	114041349	114103685	114103685	114103685	21	114041349,114042406,114043848,114044337,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114093650,114101843,114102803,114103167,	114041870,114042532,114043944,114044388,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114093734,114101900,114102993,114103685,	0	PHTF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1455	NR_136566	chr1	-	114041349	114103685	114103685	114103685	20	114041349,114042406,114043848,114044337,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114041870,114042532,114043944,114044388,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102993,114103685,	0	PHTF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1455	NR_136567	chr1	-	114041349	114103685	114103685	114103685	20	114041349,114042406,114043848,114044337,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114041870,114042532,114043944,114044388,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102878,114103685,	0	PHTF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1455	NR_136565	chr1	-	114041349	114103685	114103685	114103685	19	114041349,114042406,114043848,114044337,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114041870,114042532,114043944,114044388,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114069038,114070719,114082413,114082944,114101900,114102878,114103685,	0	PHTF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1455	NR_136568	chr1	-	114047969	114103685	114103685	114103685	15	114047969,114048810,114050034,114050738,114054398,114055890,114056084,114068903,114070562,114082254,114082874,114093650,114101843,114102803,114103167,	114048312,114048942,114050307,114050867,114054620,114055980,114056258,114069038,114070719,114082413,114082944,114093734,114101900,114102878,114103685,	0	PHTF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1455	NM_001323053	chr1	-	114049911	114103685	114049977	114102848	13	114049911,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114101843,114102803,114103167,	114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114101900,114102993,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,2,2,1,1,0,0,0,-1,
1455	NM_001323045	chr1	-	114041349	114103685	114041849	114082920	20	114041349,114042406,114043848,114044938,114048225,114048810,114050034,114050738,114054398,114055890,114056084,114057423,114068903,114070562,114082254,114082874,114093650,114101843,114102803,114103167,	114041870,114042532,114043944,114045094,114048312,114048942,114050307,114050867,114054620,114055980,114056258,114057583,114069038,114070719,114082413,114082944,114093734,114101900,114102878,114103685,	0	PHTF1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,-1,-1,-1,-1,
1456	NM_001010922	chr1	-	114220958	114231692	114225267	114231520	4	114220958,114225917,114230681,114231393,	114225285,114226142,114230803,114231692,	0	BCL2L15	cmpl	cmpl	0,0,1,0,
1456	NM_006594	chr1	-	114238339	114249269	114239209	114248862	11	114238339,114239901,114240402,114241984,114242862,114244048,114245380,114245899,114246782,114248749,114249086,	114239637,114240183,114240610,114242088,114242946,114244545,114245528,114246030,114247007,114248938,114249269,	0	AP4B1	cmpl	cmpl	1,1,0,1,1,2,1,2,2,0,-1,
1456	NM_001319946	chr1	+	114249437	114258231	114252176	114256336	3	114249437,114252153,114255275,	114249920,114252336,114258231,	0	DCLRE1B	cmpl	cmpl	-1,0,1,
1456	NM_001319947	chr1	+	114248763	114258231	114252176	114256336	4	114248763,114249613,114252153,114255275,	114248853,114249920,114252336,114258231,	0	DCLRE1B	cmpl	cmpl	-1,-1,0,1,
1456	NM_001253853	chr1	-	114238339	114249269	114239209	114246823	11	114238339,114239901,114240402,114241984,114242862,114244048,114245380,114245899,114246782,114248749,114249086,	114239637,114240183,114240610,114242088,114242946,114244545,114245528,114246030,114246879,114248938,114249269,	0	AP4B1	cmpl	cmpl	1,1,0,1,1,2,1,2,0,-1,-1,
1456	NM_001253852	chr1	-	114238339	114249068	114239209	114248862	10	114238339,114239901,114240402,114241984,114242862,114244048,114245380,114245899,114246782,114248749,	114239637,114240183,114240610,114242088,114242946,114244545,114245528,114246030,114247007,114249068,	0	AP4B1	cmpl	cmpl	1,1,0,1,1,2,1,2,2,0,
1456	NR_037864	chr1	+	114200779	114245382	114245382	114245382	5	114200779,114201680,114202127,114242012,114244016,	114200869,114201802,114202161,114242134,114245382,	0	AP4B1-AS1	unk	unk	-1,-1,-1,-1,-1,
1456	NR_110726	chr1	-	114268145	114273670	114273670	114273670	3	114268145,114272388,114273506,	114268477,114272533,114273670,	0	HIPK1-AS1	unk	unk	-1,-1,-1,
1456	NR_110725	chr1	-	114268145	114273403	114273403	114273403	5	114268145,114270772,114270997,114272388,114272847,	114268477,114270886,114271967,114272533,114273403,	0	HIPK1-AS1	unk	unk	-1,-1,-1,-1,-1,
1456	NM_001308312	chr1	-	114238339	114249068	114239209	114248862	7	114238339,114239901,114240402,114241984,114242862,114244048,114248749,	114239637,114240183,114240610,114242088,114242946,114244545,114249068,	0	AP4B1	cmpl	cmpl	1,1,0,1,1,2,0,
1456	NM_022836	chr1	+	114249437	114258231	114249731	114256336	4	114249437,114251140,114252153,114255275,	114249920,114251306,114252336,114258231,	0	DCLRE1B	cmpl	cmpl	0,0,1,1,
1457	NM_001286352	chr1	+	114323535	114326399	114324217	114325914	4	114323535,114324119,114324476,114325093,	114323775,114324271,114324762,114326399,	0	OLFML3	cmpl	cmpl	-1,0,0,1,
1457	NM_181358	chr1	+	114298021	114322014	114298777	114317657	14	114298021,114298770,114299707,114300771,114301268,114302210,114306461,114307531,114310274,114311910,114312586,114314100,114315968,114317168,	114298077,114298915,114299794,114300956,114301431,114302436,114306583,114307666,114310417,114312093,114312793,114314342,114316099,114322014,	0	HIPK1	cmpl	cmpl	-1,0,0,0,2,0,1,0,0,2,2,2,1,0,
1457	NM_020190	chr1	+	114323535	114326399	114323661	114325914	3	114323535,114324476,114325093,	114323775,114324762,114326399,	0	OLFML3	cmpl	cmpl	0,0,1,
1457	NM_198269	chr1	+	114295289	114322014	114296956	114317657	15	114295289,114296910,114298795,114299707,114300771,114301268,114302210,114306461,114307531,114310274,114311910,114312586,114314100,114315968,114317168,	114295437,114297034,114298915,114299794,114300956,114301431,114302436,114306583,114307666,114310417,114312093,114312793,114314342,114316099,114322014,	0	HIPK1	cmpl	cmpl	-1,0,0,0,0,2,0,1,0,0,2,2,2,1,0,
1457	NM_001286353	chr1	+	114323535	114326399	114324545	114325914	3	114323535,114324347,114325093,	114323775,114324762,114326399,	0	OLFML3	cmpl	cmpl	-1,0,1,
1458	NM_205848	chr1	-	114433436	114496585	114437930	114484016	8	114433436,114437879,114441871,114443238,114447745,114481639,114483759,114496362,	114436227,114437948,114442022,114443410,114447866,114482198,114484025,114496585,	0	SYT6	cmpl	cmpl	-1,0,2,1,0,2,0,-1,
1458	NM_001270805	chr1	-	114433436	114497995	114437930	114484016	8	114433436,114437879,114441871,114443238,114447745,114481639,114483759,114497754,	114436227,114437948,114442022,114443410,114447866,114482198,114484025,114497995,	0	SYT6	cmpl	cmpl	-1,0,2,1,0,2,0,-1,
1461	NM_005872	chr1	-	114911703	114925788	114912273	114925735	7	114911703,114914135,114914843,114919733,114920831,114925442,114925642,	114912400,114914216,114914894,114919895,114920902,114925535,114925788,	0	BCAS2	cmpl	cmpl	2,2,2,2,0,0,0,
1462	NM_000036	chr1	-	115017242	115039762	115017257	115039714	16	115017242,115017782,115018052,115018895,115019673,115020020,115021494,115022053,115022476,115023722,115024402,115028342,115030888,115032704,115037579,115039593,	115017416,115017893,115018226,115019016,115019837,115020147,115021658,115022185,115022671,115023852,115024622,115028508,115031054,115032885,115037591,115039762,	0	AMPD1	cmpl	cmpl	0,0,0,2,0,2,0,0,0,2,1,0,2,1,1,0,
1462	NM_002524	chr1	-	115048607	115061038	115052678	115060304	7	115048607,115052297,115052674,115053712,115057943,115060193,115060801,	115052194,115052336,115052798,115053872,115058122,115060321,115061038,	0	NRAS	cmpl	cmpl	-1,-1,0,2,0,0,-1,
1462	NM_001172626	chr1	-	115017242	115039762	115017257	115039714	15	115017242,115017782,115018052,115018895,115019673,115020020,115021494,115022053,115022476,115023722,115024402,115028342,115030888,115032704,115039593,	115017416,115017893,115018226,115019016,115019837,115020147,115021658,115022185,115022671,115023852,115024622,115028508,115031054,115032885,115039762,	0	AMPD1	cmpl	cmpl	0,0,0,2,0,2,0,0,0,2,1,0,2,1,0,
1463	NR_049741	chr1	-	115113627	115124831	115124831	115124831	5	115113627,115120489,115123285,115124253,115124530,	115118516,115120603,115123428,115124359,115124831,	0	SIKE1	unk	unk	-1,-1,-1,-1,-1,
1463	NM_001102396	chr1	-	115113627	115124831	115118414	115124751	5	115113627,115120489,115123285,115124253,115124580,	115118516,115120603,115123428,115124359,115124831,	0	SIKE1	cmpl	cmpl	0,0,1,0,0,
1463	NR_049742	chr1	-	115113627	115124831	115124831	115124831	4	115113627,115120489,115123285,115124592,	115118516,115120603,115123428,115124831,	0	SIKE1	unk	unk	-1,-1,-1,-1,
1463	NM_025073	chr1	-	115113627	115124831	115118414	115124751	5	115113627,115120489,115123285,115124253,115124592,	115118516,115120603,115123428,115124359,115124831,	0	SIKE1	cmpl	cmpl	0,0,1,0,0,
1465	NM_001277991	chr1	+	115378089	115378453	115378089	115378371	1	115378089,	115378453,	0	TSHB	cmpl	cmpl	0,
1465	NM_000549	chr1	+	115373967	115378453	115377506	115378371	3	115373967,115377505,115378116,	115374004,115377668,115378453,	0	TSHB	cmpl	cmpl	-1,0,0,
1465	NM_005725	chr1	-	115392155	115433644	115394633	115433576	8	115392155,115397522,115401680,115403026,115404607,115406278,115417048,115433507,	115394699,115397606,115401752,115403125,115404682,115406376,115417151,115433644,	0	TSPAN2	cmpl	cmpl	0,0,0,0,0,1,0,0,
1465	NM_001308315	chr1	-	115392155	115433644	115394633	115433576	7	115392155,115397522,115401680,115403026,115406278,115417048,115433507,	115394699,115397606,115401752,115403125,115406376,115417151,115433644,	0	TSPAN2	cmpl	cmpl	0,0,0,0,1,0,0,
1465	NM_001308316	chr1	-	115392155	115433644	115394633	115433576	7	115392155,115401680,115403026,115404607,115406278,115417048,115433507,	115394699,115401752,115403125,115404682,115406376,115417151,115433644,	0	TSPAN2	cmpl	cmpl	0,0,0,0,1,0,0,
1467	NM_002506	chr1	-	115630059	115682380	115630213	115630939	3	115630059,115637770,115682347,	115630951,115637894,115682380,	0	NGF	cmpl	cmpl	0,-1,-1,
1470	NM_001232	chr1	-	116044148	116112949	116045384	116112685	11	116044148,116047064,116049335,116061983,116069651,116071135,116077044,116082367,116084871,116088971,116112451,	116045570,116047139,116049436,116062038,116069697,116071266,116077118,116082479,116084972,116089056,116112949,	0	CASQ2	cmpl	cmpl	0,0,1,0,2,0,1,0,1,0,0,
1471	NM_005599	chr1	-	116180521	116185270	116182108	116182516	3	116180521,116184359,116185091,	116182524,116184688,116185270,	0	NHLH2	cmpl	cmpl	0,-1,-1,
1471	NM_001111061	chr1	-	116180521	116184856	116182108	116182516	2	116180521,116184359,	116182524,116184856,	0	NHLH2	cmpl	cmpl	0,-1,
1472	NR_125970	chr1	-	116266716	116321420	116321420	116321420	5	116266716,116268214,116268956,116303656,116321240,	116266756,116268296,116269154,116303734,116321420,	0	LOC101928977	unk	unk	-1,-1,-1,-1,-1,
1472	NR_125969	chr1	+	116263519	116270052	116270052	116270052	3	116263519,116266510,116268919,	116263703,116266589,116270052,	0	LINC01649	unk	unk	-1,-1,-1,
1473	NM_152367	chr1	+	116455898	116479384	116456759	116477509	7	116455898,116456550,116465075,116468209,116471609,116472288,116477275,	116455954,116456807,116465216,116468501,116471788,116472483,116479384,	0	MAB21L3	cmpl	cmpl	-1,0,0,0,1,0,0,
1475	NM_001160234	chr1	+	116727514	116748919	116728239	116748589	23	116727514,116728158,116728927,116731432,116732275,116732782,116733046,116733583,116734357,116734926,116736998,116737675,116739254,116740742,116742032,116742765,116743074,116743564,116745005,116745274,116745698,116748028,116748560,	116727698,116728269,116728987,116731636,116732389,116732917,116733164,116733852,116734556,116735036,116737133,116737868,116739430,116740879,116742183,116742934,116743229,116743688,116745151,116745405,116745800,116748120,116748919,	0	ATP1A1	cmpl	cmpl	-1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,2,2,1,
1475	NM_000701	chr1	+	116717317	116748919	116717656	116748589	23	116717317,116728158,116728927,116731432,116732275,116732782,116733046,116733583,116734357,116734926,116736998,116737675,116739254,116740742,116742032,116742765,116743074,116743564,116745005,116745274,116745698,116748028,116748560,	116717668,116728269,116728987,116731636,116732389,116732917,116733164,116733852,116734556,116735036,116737133,116737868,116739430,116740879,116742183,116742934,116743229,116743688,116745151,116745405,116745800,116748120,116748919,	0	ATP1A1	cmpl	cmpl	0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,2,2,1,
1475	NR_027646	chr1	-	116737009	116762767	116762767	116762767	3	116737009,116745040,116762603,	116737171,116745276,116762767,	0	ATP1A1-AS1	unk	unk	-1,-1,-1,
1475	NR_027645	chr1	-	116743144	116762720	116762720	116762720	3	116743144,116745040,116762603,	116743459,116745276,116762720,	0	ATP1A1-AS1	unk	unk	-1,-1,-1,
1475	NM_001160233	chr1	+	116718011	116748919	116718374	116748589	23	116718011,116728158,116728927,116731432,116732275,116732782,116733046,116733583,116734357,116734926,116736998,116737675,116739254,116740742,116742032,116742765,116743074,116743564,116745005,116745274,116745698,116748028,116748560,	116718386,116728269,116728987,116731636,116732389,116732917,116733164,116733852,116734556,116735036,116737133,116737868,116739430,116740879,116742183,116742934,116743229,116743688,116745151,116745405,116745800,116748120,116748919,	0	ATP1A1	cmpl	cmpl	0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,1,0,2,2,1,
1475	NR_024126	chr1	-	116749562	116762704	116762704	116762704	3	116749562,116755405,116762603,	116750293,116755460,116762704,	0	ATP1A1-AS1	unk	unk	-1,-1,-1,
1475	NR_024125	chr1	-	116748858	116762728	116762728	116762728	3	116748858,116751072,116762603,	116750293,116751340,116762728,	0	ATP1A1-AS1	unk	unk	-1,-1,-1,
1475	NR_024124	chr1	-	116748858	116762720	116762720	116762720	2	116748858,116762603,	116750293,116762720,	0	ATP1A1-AS1	unk	unk	-1,-1,
1476	NR_026665	chr1	-	116858678	116915238	116915238	116915238	6	116858678,116863375,116866050,116880109,116888455,116915047,	116858967,116863447,116866128,116880373,116888749,116915238,	0	CD58	unk	unk	-1,-1,-1,-1,-1,-1,
1476	NM_001144822	chr1	-	116862844	116915238	116863371	116915117	5	116862844,116866050,116880109,116888455,116915047,	116863412,116866128,116880373,116888749,116915238,	0	CD58	cmpl	cmpl	1,1,1,1,0,
1476	NM_001779	chr1	-	116858678	116915238	116858957	116915117	6	116858678,116863375,116866050,116880109,116888455,116915047,	116858967,116863412,116866128,116880373,116888749,116915238,	0	CD58	cmpl	cmpl	2,1,1,1,1,0,
1476	NR_125973	chr1	-	116797178	116822971	116822971	116822971	4	116797178,116799209,116818378,116822925,	116797313,116799360,116818483,116822971,	0	LINC01762	unk	unk	-1,-1,-1,-1,
1477	NM_001007237	chr1	-	116918542	117011900	116921456	117010471	11	116918542,116923536,116928789,116932838,116944085,116947768,116952086,116957909,116960224,117010428,117011762,	116921707,116924022,116929197,116933249,116944490,116948170,116952476,116958320,116960602,117011101,117011900,	0	IGSF3	cmpl	cmpl	1,1,1,1,1,1,1,1,1,0,-1,
1477	NR_031564	chr1	+	117015893	117015972	117015972	117015972	1	117015893,	117015972,	0	MIR320B1	unk	unk	-1,
1477	NM_001542	chr1	-	116918542	117011101	116921456	117010471	11	116918542,116923536,116928789,116932838,116944085,116947768,116950636,116952086,116957909,116960224,117010428,	116921707,116924022,116929197,116933249,116944490,116948170,116950696,116952476,116958320,116960602,117011101,	0	IGSF3	cmpl	cmpl	1,1,1,1,1,1,1,1,1,1,0,
1478	NM_001328609	chr1	+	117098574	117113374	117098637	117112928	5	117098574,117098775,117104546,117108550,117112608,	117098698,117099096,117104777,117108751,117113374,	0	CD2	cmpl	cmpl	0,1,1,1,1,
1478	NM_001767	chr1	+	117098574	117113374	117098637	117112928	5	117098574,117098775,117104546,117108628,117112608,	117098698,117099096,117104777,117108751,117113374,	0	CD2	cmpl	cmpl	0,1,1,1,1,
1480	NM_004258	chr1	+	117345894	117380696	117345962	117378246	10	117345894,117353994,117355694,117357550,117361234,117362300,117365717,117369653,117378004,117380300,	117346005,117354375,117356111,117357937,117361618,117362705,117366128,117370049,117378279,117380696,	0	CD101	cmpl	cmpl	0,1,1,1,1,1,1,1,1,-1,
1480	NM_001256109	chr1	+	117345894	117380696	117345962	117378246	10	117345894,117353994,117355694,117357550,117361234,117362300,117365717,117369653,117378004,117380343,	117346005,117354375,117356111,117357937,117361618,117362705,117366128,117370049,117378279,117380696,	0	CD101	cmpl	cmpl	0,1,1,1,1,1,1,1,1,-1,
1480	NM_001256111	chr1	+	117345894	117380696	117345962	117378246	10	117345894,117353994,117355880,117357550,117361234,117362300,117365717,117369653,117378004,117380343,	117346005,117354375,117356111,117357937,117361618,117362705,117366128,117370049,117378279,117380696,	0	CD101	cmpl	cmpl	0,1,1,1,1,1,1,1,1,-1,
1480	NM_001256106	chr1	+	117345894	117380696	117345962	117378246	10	117345894,117353994,117355694,117357550,117361234,117362300,117365717,117369653,117378004,117380312,	117346005,117354375,117356111,117357937,117361618,117362705,117366128,117370049,117378279,117380696,	0	CD101	cmpl	cmpl	0,1,1,1,1,1,1,1,1,-1,
1480	NR_030640	chr1	+	117438787	117438873	117438873	117438873	1	117438787,	117438873,	0	MIR942	unk	unk	-1,
1480	NR_110786	chr1	-	117369626	117403635	117403635	117403635	4	117369626,117376258,117394311,117403517,	117370931,117376481,117394479,117403635,	0	LOC101929099	unk	unk	-1,-1,-1,-1,
1481	NM_001145635	chr1	-	117455199	117465934	117456449	117465346	6	117455199,117457503,117459719,117460760,117462232,117464858,	117456598,117457630,117459834,117460890,117462912,117465934,	0	TRIM45	cmpl	cmpl	1,0,2,1,2,0,
1481	NM_001253850	chr1	-	117487731	117555105	117491802	117555000	5	117487731,117491757,117497235,117514251,117554968,	117489370,117491927,117497514,117514316,117555105,	0	VTCN1	cmpl	cmpl	-1,1,1,2,0,
1481	NM_001253849	chr1	-	117487731	117547981	117491802	117500878	6	117487731,117491757,117497235,117500718,117514251,117547762,	117489370,117491927,117497514,117501066,117514316,117547981,	0	VTCN1	cmpl	cmpl	-1,1,1,0,-1,-1,
1481	NM_024626	chr1	-	117487731	117555105	117491802	117555000	6	117487731,117491757,117497235,117500718,117514251,117554968,	117489370,117491927,117497514,117501066,117514316,117555105,	0	VTCN1	cmpl	cmpl	-1,1,1,1,2,0,
1481	NR_045603	chr1	-	117487731	117555105	117555105	117555105	6	117487731,117491757,117497235,117500718,117514251,117554968,	117489370,117491927,117497514,117501156,117514316,117555105,	0	VTCN1	unk	unk	-1,-1,-1,-1,-1,-1,
1481	NR_045604	chr1	-	117487731	117555105	117555105	117555105	6	117487731,117491757,117497235,117500804,117514251,117554968,	117489370,117491927,117497394,117501066,117514316,117555105,	0	VTCN1	unk	unk	-1,-1,-1,-1,-1,-1,
1481	NM_025188	chr1	-	117455199	117465934	117456449	117465346	6	117455199,117457503,117459719,117460760,117462178,117464858,	117456598,117457630,117459834,117460890,117462912,117465934,	0	TRIM45	cmpl	cmpl	1,0,2,1,2,0,
1482	NR_126408	chr1	+	117639610	117665481	117665481	117665481	3	117639610,117640664,117665268,	117639848,117640778,117665481,	0	LINC01525	unk	unk	-1,-1,-1,
1484	NR_121626	chr1	-	117940976	117949915	117949915	117949915	3	117940976,117948933,117949790,	117941139,117949081,117949915,	0	LOC100996263	unk	unk	-1,-1,-1,
1487	NM_006784	chr1	+	118273894	118304572	118277465	118303593	27	118273894,118277433,118278618,118280914,118282625,118283622,118284972,118285269,118285895,118286582,118287541,118290231,118292550,118293896,118294140,118294979,118296121,118296442,118296673,118297091,118297621,118298152,118298725,118299460,118301213,118303055,118303437,	118273928,118277636,118278828,118281033,118282704,118283718,118285086,118285371,118285993,118286690,118287772,118290325,118292652,118293982,118294276,118295036,118296222,118296554,118296808,118297142,118297687,118298245,118298773,118299504,118301342,118303149,118304572,	0	WDR3	cmpl	cmpl	-1,0,0,0,2,0,0,0,0,2,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,
1495	NR_135035	chr1	-	119344489	119345551	119345551	119345551	2	119344489,119345435,	119345039,119345551,	0	LOC105378933	unk	unk	-1,-1,
1495	NR_135034	chr1	-	119344489	119345551	119345551	119345551	2	119344489,119345414,	119345036,119345551,	0	LOC105378933	unk	unk	-1,-1,
1496	NR_125974	chr1	+	119484541	119527969	119527969	119527969	4	119484541,119494710,119525535,119526123,	119484939,119494892,119525607,119527969,	0	LOC101929147	unk	unk	-1,-1,-1,-1,
1496	NR_125977	chr1	+	119484541	119495554	119495554	119495554	4	119484541,119491098,119494710,119494938,	119484939,119491215,119494798,119495554,	0	LOC101929147	unk	unk	-1,-1,-1,-1,
1498	NM_001166120	chr1	+	119759076	119767185	119759565	119766766	4	119759076,119759476,119763563,119765954,	119759236,119759707,119763728,119767185,	0	HSD3B2	cmpl	cmpl	-1,0,1,1,
1498	NM_001005783	chr1	+	119712921	119738276	119724838	119737986	9	119712921,119724649,119725223,119727060,119728921,119730767,119736255,119736763,119737930,	119713048,119724869,119725362,119727212,119729199,119730977,119736414,119736833,119738276,	0	HAO2	cmpl	cmpl	-1,0,1,2,1,0,0,0,1,
1498	NR_046780	chr1	+	119713091	119714476	119714476	119714476	2	119713091,119714229,	119713154,119714476,	0	HAO2-IT1	unk	unk	-1,-1,
